DP02_0064PE,DP02_0061PE,DP02_0065PE,DP02_0062PE,DP02_0063PE,DP02_0060PE,DP02_0059PE,DP05_0077PE,DP05_0078PE,DP05_0080PE,state,zip_code
8.2,30.6,6.0,22.4,8.3,12.9,11.5,95.3,0.1,0.0,05,72560
12.2,34.0,5.6,22.2,10.8,9.3,5.9,55.0,15.5,1.3,48,76306
20.1,28.7,12.0,21.3,10.3,5.4,2.1,92.5,1.1,1.7,23,04401
16.7,32.1,3.8,27.0,9.5,7.5,3.4,90.5,0.4,0.2,48,76088
16.6,0.0,16.2,18.2,49.0,0.0,0.0,10.2,0.0,10.4,12,33122
50.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,22,70451
22.4,28.0,12.0,19.1,9.2,4.5,4.8,73.2,2.9,4.3,19,51104
9.1,35.5,3.3,24.4,5.7,18.5,3.6,77.4,7.3,0.0,12,33597
15.1,33.4,8.1,29.7,10.6,2.6,0.4,95.2,0.2,0.2,27,55084
12.1,33.0,6.4,27.0,8.8,8.5,4.1,58.5,26.3,0.7,31,68112
17.5,39.7,7.7,20.7,6.1,6.3,2.1,96.1,0.8,0.4,17,61231
11.4,32.7,4.3,26.5,12.2,7.2,5.8,54.0,10.6,5.1,06,95842
16.1,39.0,5.8,19.4,5.9,8.8,5.0,86.3,6.6,0.1,48,77984
10.4,34.1,6.3,25.5,8.1,11.4,4.3,68.6,0.8,0.9,35,87901
4.8,41.7,4.1,31.1,6.7,9.3,2.3,82.4,8.3,0.3,39,44710
7.7,46.4,2.7,22.9,7.0,10.6,2.6,94.9,0.5,0.1,26,48744
34.6,21.1,18.5,12.4,10.2,1.9,1.3,89.1,1.4,5.1,23,04074
26.5,19.6,17.6,23.9,9.3,2.4,0.7,89.1,2.8,1.7,31,68046
34.8,16.8,25.0,13.6,6.4,2.0,1.3,86.2,3.8,4.2,42,19382
17.7,23.2,10.9,22.6,11.1,9.5,5.0,44.2,43.8,0.3,01,36856
11.8,53.4,4.8,13.0,11.3,4.5,1.2,97.0,0.0,0.0,42,16641
32.4,13.4,22.2,19.8,7.8,2.3,2.1,40.8,19.4,13.2,48,77077
9.0,40.5,5.4,25.6,12.1,6.2,1.2,98.2,0.2,0.0,26,48039
29.4,20.6,19.9,12.5,7.7,4.4,5.4,45.3,3.5,29.9,36,11374
18.0,25.7,15.2,18.6,13.6,5.6,3.3,87.8,1.8,1.7,36,14420
15.5,39.5,4.7,16.9,8.6,10.3,4.6,90.4,4.2,1.0,51,24605
17.2,29.9,11.6,22.0,9.5,6.3,3.5,86.2,4.9,1.1,21,40324
10.0,39.3,3.6,23.7,8.3,10.8,4.3,77.8,0.6,0.6,48,76448
18.7,14.9,5.5,30.9,7.0,17.0,6.1,26.9,9.4,20.3,06,91708
18.0,26.1,9.2,28.4,9.7,5.6,2.9,61.7,4.7,3.1,04,85710
25.7,14.3,15.4,28.7,8.4,3.8,3.6,58.8,6.3,6.2,48,77058
11.6,24.8,8.4,25.8,8.5,12.6,8.3,32.3,10.7,8.4,06,92346
19.1,32.1,10.5,22.7,8.3,5.1,2.2,85.2,3.4,1.0,34,08204
20.9,29.6,12.0,24.2,8.1,3.2,1.9,90.6,0.1,0.3,53,98856
8.6,33.3,4.7,20.2,6.0,17.2,9.9,26.4,57.6,0.8,37,27589
9.9,39.3,4.2,29.1,8.6,7.3,1.6,95.3,0.0,0.1,26,49011
12.2,38.4,9.3,23.1,11.0,4.5,1.4,96.1,0.4,0.4,55,54024
9.1,34.6,4.8,29.4,9.2,10.2,2.7,76.7,4.1,1.8,32,89029
20.4,24.0,9.2,22.3,13.3,7.4,3.4,37.0,8.6,5.8,12,32825
10.5,26.6,5.0,21.5,7.5,11.6,17.3,10.3,20.8,3.8,48,77049
9.2,39.5,5.3,19.9,6.6,13.4,6.2,46.4,49.7,1.2,45,29520
11.9,29.2,8.9,24.1,5.8,9.3,10.7,95.0,2.4,1.5,51,24293
10.4,39.6,8.5,20.8,9.6,8.2,3.0,84.2,10.5,0.7,24,21502
24.0,27.9,13.6,13.2,8.5,7.0,5.8,66.0,1.4,12.5,36,11514
19.3,24.6,9.4,27.6,11.6,5.1,2.5,90.0,2.1,2.2,12,32086
12.0,41.1,7.6,19.3,10.7,7.6,1.6,97.2,0.1,0.0,36,12116
16.2,38.5,3.3,24.2,11.4,3.3,3.3,91.5,0.2,0.3,19,51027
24.8,22.6,17.4,14.8,9.3,4.8,6.3,42.3,3.1,38.7,36,11361
9.0,25.3,3.8,22.6,6.7,12.8,19.9,2.4,33.9,1.2,06,90303
17.0,26.4,9.5,13.3,7.5,9.3,17.0,35.1,6.4,1.7,12,33405
21.1,25.4,12.2,22.9,12.7,4.6,1.1,69.6,21.7,0.6,12,32615
13.6,36.8,5.1,15.8,10.3,8.9,9.4,91.3,0.0,1.4,25,02743
13.9,37.0,11.7,18.8,10.4,5.6,2.6,96.3,0.4,0.3,21,40162
14.4,29.5,6.7,24.4,10.1,8.0,6.9,71.4,0.3,3.2,06,95453
39.2,8.1,27.9,10.6,5.5,3.2,5.5,53.3,2.1,32.2,06,94118
17.9,29.7,9.1,24.6,7.7,7.9,3.0,12.3,74.9,1.4,13,30344
10.8,29.4,5.4,22.3,7.9,13.8,10.4,50.9,14.5,0.4,48,75766
25.1,14.7,34.5,15.2,5.2,4.0,1.3,51.7,37.1,4.2,29,63130
14.5,28.8,6.2,30.3,10.4,7.1,2.7,73.2,0.8,7.9,53,98270
9.1,53.7,1.8,15.9,4.3,7.6,7.5,94.9,0.0,0.0,54,25123
4.8,40.2,2.0,20.7,6.4,16.4,9.5,30.9,45.1,6.3,18,46803
24.8,15.4,19.1,19.1,5.6,4.7,11.3,45.0,1.5,2.6,06,93103
14.6,32.8,8.1,24.8,9.9,5.8,4.1,82.7,3.3,1.6,12,33770
14.9,31.4,5.3,24.1,10.4,6.9,7.1,40.8,30.9,12.9,27,55429
12.7,39.3,4.5,15.8,8.9,12.2,6.5,63.7,34.4,0.0,13,30413
3.6,40.6,7.7,17.6,10.3,12.3,7.9,65.6,32.9,1.0,45,29009
16.2,32.2,5.5,13.9,4.1,13.3,14.8,33.3,2.2,3.7,34,07022
10.9,38.9,3.2,30.5,8.4,7.0,1.2,93.9,0.8,0.1,53,98675
10.6,30.9,4.0,23.6,8.6,12.5,9.8,41.8,5.7,0.8,08,81003
24.5,24.2,14.8,19.9,9.5,5.4,1.7,80.9,5.3,6.8,55,53132
16.2,28.7,9.2,25.4,14.0,4.9,1.4,72.6,20.2,0.8,17,62220
28.5,20.2,21.1,12.6,4.7,5.1,7.8,61.2,5.2,11.1,25,02453
14.8,42.6,4.4,20.4,9.4,6.6,1.8,92.7,1.6,0.9,29,64701
9.7,35.9,3.5,18.4,5.7,19.5,7.3,37.7,62.3,0.0,22,70757
35.4,18.8,21.2,14.9,5.4,1.5,2.8,74.0,3.0,11.4,34,07675
11.4,38.6,5.9,21.9,9.2,6.8,6.3,94.9,0.6,1.3,26,48413
36.1,8.5,28.0,15.2,7.5,3.0,1.8,39.3,14.8,34.8,37,27560
8.8,37.5,6.1,19.6,8.2,11.7,7.9,54.9,17.9,1.7,12,33825
18.8,25.3,6.3,17.5,6.5,10.0,15.6,18.5,3.6,14.2,06,91343
36.6,10.2,26.2,15.4,7.4,2.8,1.4,79.2,1.6,8.7,53,98177
16.8,26.7,8.7,25.9,9.4,7.8,4.8,68.7,1.4,1.9,06,92065
15.7,34.0,9.5,18.6,9.2,9.7,3.3,74.8,11.9,2.1,39,45044
31.3,13.1,22.0,20.9,7.9,2.7,2.1,37.3,23.3,17.0,48,77584
23.2,17.7,22.4,22.5,8.4,4.5,1.4,73.8,4.4,8.0,40,74075
22.2,31.2,13.0,16.8,6.1,4.0,6.7,53.7,10.7,16.9,34,07080
9.0,29.4,5.9,31.0,9.1,12.3,3.3,6.2,91.1,0.5,26,48219
14.5,37.9,5.1,25.8,9.8,4.8,2.1,75.8,0.3,0.0,02,99639
17.1,35.7,13.0,18.4,9.3,5.1,1.3,89.0,6.2,2.2,42,19014
15.7,34.0,10.9,20.6,7.6,8.4,2.9,94.3,1.5,0.4,47,37146
26.2,19.8,19.9,15.5,9.9,4.5,4.2,47.8,5.2,19.6,36,11415
24.3,18.5,16.8,23.6,12.6,4.1,0.2,90.3,0.7,1.4,08,80863
10.8,31.8,4.7,28.2,6.9,10.8,6.9,68.0,18.5,0.0,48,75148
15.7,30.7,12.6,22.1,6.9,9.6,2.4,76.0,14.6,2.1,54,25311
15.4,31.1,8.0,28.2,6.5,6.3,4.6,58.8,0.0,0.2,06,95459
2.3,43.6,2.6,21.8,11.5,10.2,8.1,98.2,0.3,0.0,21,42343
16.4,37.5,6.9,23.8,9.6,5.3,0.5,76.4,13.6,3.1,45,29566
14.5,34.9,3.0,19.6,6.9,10.8,10.3,57.0,4.8,0.7,48,77461
16.3,35.6,9.4,17.2,8.7,7.7,5.1,80.6,0.6,2.7,18,46582
18.9,30.3,11.3,16.2,8.3,10.7,4.3,36.3,61.1,0.3,01,36607
0.0,68.2,0.0,31.8,0.0,0.0,0.0,56.4,0.0,0.0,26,49084
9.2,38.6,3.6,21.0,3.2,17.1,7.3,33.4,42.6,0.2,48,75670
11.0,42.9,7.9,15.1,3.1,10.5,9.5,41.0,55.2,3.3,51,23882
29.2,14.1,22.3,20.0,10.9,2.4,1.0,50.4,4.1,3.1,48,78261
21.4,22.1,8.9,19.2,7.4,6.7,14.2,15.7,3.5,50.4,06,94112
12.6,45.8,5.8,17.4,10.1,6.2,2.1,94.0,1.0,1.3,42,18661
24.2,17.2,17.8,19.1,10.5,3.8,7.4,77.0,7.2,10.2,51,24015
35.5,8.5,28.0,16.9,10.2,0.6,0.4,71.2,1.1,14.1,06,91377
11.0,28.3,4.9,25.7,9.0,10.8,10.3,55.7,8.0,14.8,41,97236
26.2,14.3,29.4,17.5,5.3,3.5,3.7,68.1,18.1,9.6,26,48322
9.8,34.6,6.1,27.5,9.4,9.6,3.0,80.9,6.5,1.3,26,48060
21.3,26.0,13.2,20.8,12.2,5.4,1.1,93.6,0.8,1.5,12,32136
8.0,55.6,4.8,20.0,8.2,3.4,0.0,98.0,0.4,0.0,39,44853
24.4,19.2,12.7,26.8,8.0,3.9,4.9,71.8,2.7,1.7,06,94931
6.8,51.9,2.8,14.8,12.0,8.8,3.0,96.4,0.1,0.0,42,17980
6.5,37.2,4.1,27.4,10.0,9.8,4.9,86.1,0.2,0.5,55,54754
5.6,46.8,0.7,16.3,3.7,22.3,4.6,61.8,32.6,0.4,12,32087
19.3,26.5,16.3,22.3,8.3,5.5,1.9,82.7,3.4,2.3,26,48858
18.5,33.6,6.7,22.6,11.8,4.8,2.1,95.1,0.6,0.7,26,48609
14.4,19.2,4.9,30.9,4.4,17.8,8.4,25.7,74.1,0.2,28,38773
26.9,24.7,12.6,25.6,7.2,3.1,0.0,98.2,0.0,0.0,31,68058
11.9,39.7,4.0,23.1,9.7,9.5,2.0,91.1,0.0,0.0,26,49254
28.0,13.5,20.2,16.9,6.9,4.4,10.1,61.5,0.1,4.7,06,94019
12.0,23.1,4.6,30.5,11.5,10.8,7.6,53.3,4.4,7.8,06,95901
17.0,43.5,8.1,15.7,8.4,5.6,1.6,97.6,0.6,0.0,39,44410
12.8,36.1,5.4,26.1,11.4,5.0,3.2,80.2,2.3,1.1,17,61362
23.1,16.4,15.3,25.3,7.5,7.5,4.9,54.2,6.0,11.2,04,85281
11.8,28.0,8.0,16.2,6.6,12.4,17.0,7.2,43.6,1.7,36,11550
15.4,33.9,6.0,19.6,8.9,5.2,11.0,83.6,0.0,0.0,31,68788
12.2,33.3,5.6,30.2,5.8,10.3,2.6,88.1,0.5,0.7,48,79504
18.8,34.5,9.8,19.1,6.4,7.6,3.7,65.2,19.8,1.6,42,19320
23.4,13.2,33.9,17.1,6.1,4.9,1.4,25.5,55.9,9.0,17,60615
12.1,48.3,3.8,14.9,10.2,7.3,3.4,95.0,2.0,0.5,42,16407
14.9,32.2,5.0,30.2,9.8,5.2,2.7,77.8,0.9,1.9,49,84067
22.8,22.8,12.7,25.2,8.5,5.5,2.5,73.6,2.9,2.1,08,80907
14.8,43.1,9.8,13.2,16.4,1.7,1.0,98.8,0.5,0.3,42,16877
23.2,26.8,21.5,16.3,8.4,2.2,1.5,85.2,7.3,1.3,25,01035
14.3,31.7,6.3,13.1,11.5,8.2,14.9,4.5,1.2,0.3,12,33144
13.3,33.5,4.2,17.7,11.5,11.9,7.9,6.3,1.3,57.1,15,96819
11.3,37.0,4.6,27.5,7.7,9.0,3.0,66.8,20.6,0.7,48,77630
9.3,30.1,3.6,30.4,17.1,9.0,0.5,79.0,0.0,0.0,49,84542
10.3,37.5,3.0,20.8,6.1,12.5,10.0,70.6,19.5,1.1,22,70364
22.0,21.9,15.3,24.4,8.8,4.6,2.9,61.9,19.6,3.6,51,22406
20.4,32.1,8.8,21.1,10.5,5.2,1.9,91.6,2.8,2.4,39,44221
10.6,38.5,2.9,26.7,12.5,5.6,3.1,91.8,3.3,0.1,29,64725
15.8,31.4,3.6,20.8,8.3,12.0,8.1,18.0,41.2,4.3,12,32839
18.1,32.4,5.5,17.5,18.3,3.4,4.8,84.4,1.7,3.3,27,56157
14.7,33.6,6.9,19.2,9.7,8.8,7.0,67.0,3.0,4.8,33,03060
12.0,33.8,4.9,25.0,6.0,9.3,9.1,60.7,20.2,0.2,05,71852
25.4,11.5,35.8,18.5,6.6,0.4,1.8,96.8,0.0,0.0,23,04421
25.9,8.1,28.9,23.8,13.1,0.2,0.0,66.1,1.1,9.5,25,01731
37.3,2.6,38.3,11.6,4.6,0.6,5.0,54.7,6.2,32.8,51,22027
13.4,32.8,6.7,30.1,7.9,6.3,2.8,87.8,0.0,0.8,41,97448
20.0,32.4,12.1,18.8,9.2,4.3,3.3,79.8,6.1,8.7,24,21162
19.1,29.7,7.0,18.1,13.8,8.1,4.2,96.0,0.1,0.6,36,13080
7.2,27.6,1.2,26.8,14.2,13.3,9.8,71.4,26.4,0.0,51,23840
11.9,38.4,3.2,19.8,1.0,13.7,11.9,99.3,0.3,0.4,21,41649
11.7,27.9,10.1,26.9,10.8,9.0,3.6,11.4,87.1,0.1,28,39212
9.7,40.9,1.7,22.5,8.6,13.5,3.1,94.8,0.0,0.0,26,49089
29.5,23.8,13.2,20.9,8.4,2.4,1.7,86.2,2.0,2.1,17,60119
15.3,32.9,3.4,25.1,14.9,5.4,3.1,98.6,0.0,0.0,38,58782
14.5,55.4,4.7,13.3,5.0,6.1,1.1,98.8,0.6,0.0,54,26541
42.1,7.7,35.9,9.7,3.3,0.6,0.6,89.7,1.7,5.1,29,63131
19.0,26.2,14.1,21.3,11.3,5.1,2.9,81.5,12.0,1.1,21,42001
6.0,46.8,3.5,20.7,5.1,16.4,1.5,94.6,0.7,0.0,39,44455
31.3,19.5,18.1,12.6,5.3,5.2,8.0,41.8,5.9,2.8,17,60647
28.7,5.3,52.7,7.9,3.0,1.1,1.3,63.0,4.7,22.9,24,20854
10.0,37.0,4.9,22.6,8.3,12.1,5.1,89.2,4.5,0.5,18,47804
13.6,33.2,6.0,20.5,10.2,8.9,7.7,80.5,7.4,1.0,25,02780
18.2,30.7,12.4,22.0,6.7,7.4,2.5,81.7,8.4,1.7,29,64506
14.5,32.4,7.6,32.5,6.6,4.6,1.8,82.0,0.0,0.9,06,95321
17.9,20.4,5.9,18.1,5.0,12.1,20.6,9.8,0.3,1.6,48,78501
15.5,26.7,5.2,22.3,7.4,10.3,12.6,21.1,0.6,43.2,06,92841
5.8,55.7,2.5,21.9,4.0,6.9,3.2,92.8,5.9,0.0,22,70449
13.6,27.2,12.0,18.3,9.4,7.9,11.5,72.3,0.0,1.5,53,98605
9.6,37.4,5.3,22.3,8.2,12.6,4.6,57.6,21.2,2.8,39,44135
6.8,36.3,3.2,23.1,3.6,20.0,7.0,2.8,93.8,0.2,13,31415
8.9,29.6,3.8,20.5,10.8,16.0,10.4,81.4,7.1,0.1,37,28659
10.2,36.6,6.9,24.7,8.5,9.1,4.1,88.2,0.7,0.5,55,54982
11.7,27.1,7.6,17.8,4.6,12.0,19.3,40.6,14.9,1.2,13,30501
11.8,33.2,0.5,39.9,2.2,7.1,5.3,74.4,16.5,0.0,48,77597
5.8,28.7,2.2,29.5,2.7,8.7,22.4,43.9,0.9,1.6,37,28508
41.2,3.8,37.6,11.4,4.7,0.7,0.6,81.4,3.0,5.3,53,98112
19.9,34.5,10.9,16.7,8.9,6.9,2.2,83.0,1.4,1.8,42,19609
14.4,33.7,2.6,27.9,11.5,5.3,4.5,87.3,3.3,0.5,20,67654
17.2,30.5,7.1,26.3,14.7,3.6,0.6,97.8,0.0,0.3,55,53955
11.2,38.5,5.0,21.5,8.0,11.4,4.4,90.4,1.6,0.7,47,37015
29.3,18.8,12.0,25.5,10.0,3.1,1.4,82.9,2.9,1.6,48,76054
19.8,30.4,10.3,22.6,6.5,6.3,4.1,87.4,3.1,3.0,34,07848
6.8,44.1,1.9,15.5,7.7,15.5,8.5,39.8,53.7,0.0,45,29481
26.8,21.7,17.6,17.0,10.1,4.5,2.4,68.2,6.1,4.7,12,33611
17.7,25.1,10.0,25.5,9.7,7.0,5.0,65.7,13.8,3.7,12,32547
14.9,33.4,4.1,29.4,5.1,9.4,3.6,86.0,0.0,0.4,48,76449
8.5,35.6,2.1,16.3,1.5,15.4,20.5,0.8,0.0,0.0,48,78543
30.2,19.7,19.1,18.7,7.8,3.6,0.8,89.2,3.4,1.1,34,07716
12.4,31.8,12.5,15.4,4.1,14.2,9.6,29.7,37.6,1.2,26,48216
17.4,22.5,7.8,20.4,9.5,10.6,11.9,15.9,2.7,6.7,06,90240
10.7,39.5,5.2,25.6,8.4,5.4,5.2,95.6,1.1,0.3,17,62952
9.1,46.2,5.3,17.7,6.5,11.1,4.2,95.4,0.0,0.0,50,05476
5.2,36.9,4.2,23.7,9.1,14.3,6.6,62.3,30.1,0.0,28,38618
25.7,23.6,6.8,20.1,9.2,7.4,7.2,6.5,6.2,40.7,06,91792
34.6,21.0,17.4,16.1,9.0,1.9,0.0,67.2,3.9,18.7,39,43240
3.2,46.4,8.0,24.5,2.7,5.4,9.8,96.0,0.0,2.2,21,40346
7.9,36.7,3.2,30.9,11.5,8.8,1.1,94.4,0.1,0.5,26,49620
19.0,34.4,12.2,19.3,7.1,5.8,2.2,92.3,4.0,0.8,54,26003
25.6,16.6,14.2,23.7,8.5,5.4,6.0,39.9,4.4,22.1,06,95123
41.6,12.3,20.6,14.5,8.9,0.9,1.2,87.7,1.6,5.9,27,55317
16.8,23.9,11.6,24.7,16.1,6.1,0.8,73.9,14.6,2.4,12,32507
13.7,29.9,5.7,30.2,5.9,9.6,4.9,70.7,0.2,0.1,04,86322
29.0,20.9,20.8,18.0,4.7,2.9,3.6,81.5,0.3,0.8,48,78619
37.2,12.1,21.6,19.1,8.2,0.9,0.8,78.7,7.6,7.2,20,66210
12.3,41.6,4.2,15.6,9.1,11.8,5.3,98.2,0.7,0.0,42,17061
5.0,39.9,4.9,18.9,4.2,19.0,8.1,91.4,4.1,1.6,13,30113
27.2,18.9,16.8,24.6,6.6,3.7,2.2,59.5,9.6,5.5,48,77406
12.4,29.4,9.6,18.7,4.9,12.8,12.2,29.1,25.1,4.4,09,06604
11.4,32.2,4.8,27.7,10.5,9.0,4.4,31.9,58.8,1.5,13,30815
23.1,37.8,6.7,13.5,13.9,1.0,4.0,96.1,1.1,0.0,23,04978
19.0,23.1,7.4,27.7,12.2,6.4,4.3,62.1,1.5,5.5,06,94928
33.1,8.1,38.7,11.6,3.4,3.3,1.9,67.0,10.0,5.5,36,10577
8.5,37.2,2.6,10.4,6.8,12.9,21.7,2.4,0.7,0.4,12,33013
17.3,24.6,11.9,25.3,11.2,5.2,4.4,74.7,0.6,1.5,53,98908
13.5,33.6,6.3,17.1,9.0,5.7,14.7,30.1,5.4,3.9,34,07801
10.0,37.8,2.5,22.9,19.5,5.4,1.9,95.4,0.0,0.4,27,55385
14.6,39.8,3.9,20.0,16.8,4.1,0.9,97.6,0.0,0.3,26,49831
22.9,31.3,13.9,19.9,8.0,3.0,0.9,96.3,0.1,1.0,19,52003
41.4,6.7,30.2,12.3,6.9,1.8,0.6,66.0,1.1,25.9,53,98075
22.1,25.4,7.6,25.7,5.6,6.2,7.4,75.8,0.2,0.3,48,76249
29.0,25.6,16.3,16.2,9.4,2.2,1.2,44.3,42.2,1.8,13,31407
17.3,20.0,9.4,28.2,10.1,8.2,7.0,54.9,2.8,4.5,06,95403
22.5,30.6,8.2,18.8,11.9,4.1,3.9,81.5,5.2,3.9,27,56258
44.4,12.3,17.4,15.9,6.5,1.7,1.8,74.0,5.2,6.3,06,90046
38.2,9.9,24.1,18.9,6.5,2.0,0.4,76.3,2.6,7.8,08,80112
7.0,40.6,7.0,20.9,7.2,9.1,8.2,68.2,24.2,2.7,51,24589
30.2,21.7,19.2,17.2,7.7,2.5,1.5,91.9,1.9,2.2,24,21769
16.2,33.7,12.7,19.5,9.5,6.4,2.1,94.1,1.4,0.8,42,16057
19.4,39.6,8.5,14.1,10.9,4.9,2.7,84.2,7.6,0.8,42,16511
6.6,45.3,3.6,16.5,10.8,14.8,2.5,93.9,3.3,0.0,36,13143
14.0,46.4,6.4,15.3,7.0,6.7,4.2,94.8,0.0,0.7,55,54138
12.1,37.7,4.0,19.4,6.9,10.4,9.6,11.0,89.0,0.0,28,39146
24.8,21.3,14.6,23.7,9.2,4.2,2.2,74.2,16.8,1.6,29,63143
35.2,18.5,26.0,12.9,4.4,1.8,1.3,83.6,2.6,6.2,34,07044
23.7,21.6,16.9,26.6,6.5,3.4,1.3,90.5,2.3,2.3,29,65804
34.0,13.5,24.3,16.6,10.1,1.6,0.0,86.0,1.4,5.5,34,08535
13.2,30.0,5.8,26.7,8.2,9.4,6.7,71.6,0.7,0.6,16,83687
16.3,25.4,9.7,15.0,11.2,9.6,12.8,8.3,12.3,4.2,12,33194
18.7,26.4,11.6,21.7,11.6,6.3,3.6,70.6,14.4,3.7,45,29334
19.1,30.0,7.3,24.4,15.0,3.7,0.5,91.2,1.0,2.0,55,54025
9.5,36.1,4.8,23.8,6.1,9.5,10.1,40.7,5.7,0.3,48,79756
8.4,39.4,3.5,22.3,9.5,11.5,5.4,82.9,4.7,0.9,12,33542
15.2,32.1,8.3,25.3,7.1,7.4,4.6,47.6,7.4,8.3,32,89120
21.2,28.4,12.9,27.8,5.9,2.1,1.7,77.3,0.0,3.8,02,99827
7.7,48.5,1.5,20.1,8.3,7.1,6.8,95.4,0.0,0.4,55,54950
31.0,8.0,41.7,10.9,5.5,2.4,0.5,51.8,4.5,4.2,12,33158
36.8,1.1,58.6,1.6,0.9,0.4,0.7,47.5,4.0,26.5,06,94305
35.6,12.5,26.7,11.5,8.1,2.6,3.1,41.9,10.8,38.8,13,30097
11.9,27.9,7.1,17.2,2.9,12.2,20.9,37.9,3.3,4.3,40,73942
10.0,39.6,4.4,19.3,3.4,14.6,8.7,99.3,0.0,0.0,54,26288
18.9,27.7,9.7,21.8,9.9,6.2,5.8,79.3,8.6,6.6,26,48312
12.7,33.6,4.6,24.6,11.9,9.4,3.2,45.4,44.9,2.5,45,29040
5.7,33.7,2.9,16.9,3.2,12.2,25.4,21.8,21.4,0.4,17,60432
18.4,26.0,9.3,23.0,9.6,7.8,5.8,29.6,12.8,11.2,06,95833
17.7,23.1,11.9,26.9,9.7,6.9,3.7,48.0,34.3,4.6,51,23505
12.7,33.6,9.9,24.3,10.7,5.7,3.2,78.8,15.0,0.9,01,36874
31.1,18.6,18.5,19.6,6.2,3.8,2.1,59.2,19.4,12.8,51,23060
10.7,38.4,7.4,19.6,10.2,9.8,4.0,97.7,1.0,0.1,18,47433
15.8,49.2,5.3,10.8,11.9,4.9,2.2,99.4,0.0,0.0,42,15958
18.1,31.3,13.0,21.1,9.5,4.0,2.9,82.3,4.1,3.3,18,46375
14.7,40.5,5.8,24.4,9.6,4.7,0.2,99.7,0.0,0.0,17,61849
6.1,41.0,1.5,20.0,3.3,20.8,7.3,89.6,5.0,0.0,28,38650
6.3,21.8,3.9,13.4,6.0,12.2,36.3,9.0,0.0,0.0,35,88048
11.1,35.4,8.0,19.1,14.5,10.4,1.5,87.5,0.2,1.0,36,12068
14.2,34.1,8.0,18.1,12.4,8.0,5.3,89.8,7.7,0.3,28,39740
17.0,30.2,12.0,22.8,6.7,7.5,3.7,62.9,26.6,2.8,24,21804
11.6,34.6,5.9,20.1,8.2,11.8,7.8,1.3,60.0,10.2,36,11436
20.6,21.5,12.2,33.3,6.1,5.3,1.0,91.7,0.4,0.1,30,59911
7.1,34.0,3.2,32.5,8.4,12.2,2.7,3.0,0.3,0.8,56,82514
23.7,20.6,14.4,24.8,12.1,2.6,1.6,83.8,0.9,1.4,53,99353
8.4,29.0,7.1,21.7,14.6,11.9,7.2,72.3,25.3,0.0,28,39191
16.9,24.9,7.6,28.2,10.6,5.3,6.4,80.1,0.1,1.4,41,97013
9.7,34.3,4.7,19.7,2.7,19.9,9.1,21.3,74.2,0.3,22,70501
13.2,29.4,6.1,31.7,11.3,5.4,2.8,36.5,41.4,2.5,13,31313
10.8,39.2,5.7,16.9,7.1,13.4,6.9,91.1,7.2,0.0,54,25901
10.3,49.6,2.7,15.9,9.1,9.7,2.6,96.8,0.2,0.8,42,17765
14.4,41.1,6.6,21.8,4.1,10.0,2.0,96.0,0.7,0.2,50,05843
37.1,7.4,35.9,11.6,4.9,1.4,1.6,81.0,0.5,10.2,08,80027
40.2,10.4,35.5,8.1,3.1,0.7,2.0,81.1,1.7,9.5,34,07928
8.4,25.4,2.9,15.3,4.5,16.6,26.9,5.6,0.0,0.8,48,78076
19.5,36.0,7.3,22.4,8.1,5.8,0.9,93.9,0.4,0.0,39,44280
11.8,36.2,3.7,22.2,11.3,10.4,4.3,91.7,0.3,0.5,48,76636
33.6,18.0,19.6,18.6,7.0,2.5,0.7,91.1,1.7,0.6,55,53018
35.3,11.0,25.7,18.0,5.1,2.5,2.4,49.6,11.4,19.0,48,75252
14.8,30.3,6.8,23.7,7.8,8.6,8.0,22.9,19.8,2.4,12,34759
16.9,28.8,8.5,27.8,7.5,7.4,3.2,75.9,15.9,1.6,22,70458
36.2,11.7,32.7,11.3,6.3,1.0,0.8,87.9,0.3,7.7,42,15241
33.3,13.2,26.0,14.7,5.2,4.7,2.7,63.5,23.8,2.6,22,70130
19.1,16.7,10.8,39.5,10.4,2.8,0.8,87.4,0.7,0.0,41,97419
18.6,27.0,11.0,23.2,10.9,5.4,3.9,86.2,1.3,3.5,44,02888
37.2,13.3,16.2,23.7,6.8,2.5,0.3,77.6,0.5,4.1,48,78736
14.3,39.8,7.0,19.5,7.9,8.8,2.7,86.1,10.6,0.0,01,36024
12.3,35.5,7.9,22.8,5.3,10.8,5.4,24.5,60.0,2.4,34,08618
34.4,8.7,31.3,14.9,7.6,1.8,1.3,52.9,1.9,28.6,06,90275
12.7,34.3,9.4,16.6,5.7,16.8,4.5,92.0,3.0,0.0,51,24482
23.9,18.8,13.0,28.7,9.5,3.8,2.2,72.5,2.2,8.8,53,98683
15.7,33.4,8.0,26.0,7.3,8.0,1.6,90.9,1.2,0.8,41,97814
24.6,19.9,15.1,26.1,9.2,3.5,1.6,86.3,0.6,2.1,41,97701
8.7,53.1,5.9,12.4,11.4,4.3,4.1,96.2,0.0,0.0,42,16729
34.1,4.9,51.2,5.6,2.4,1.1,0.9,80.3,2.9,9.0,25,02481
13.7,31.6,5.8,25.3,9.7,9.9,3.9,50.3,32.4,3.7,12,32210
12.7,33.1,7.5,24.6,11.8,7.0,3.4,94.3,1.8,1.0,37,28124
